Gene_name	Group	Species_name	GC_content	GC_Stretch
STAP1	Mammalia	Ochotona_curzoniae	42.34	 3.85714285714286
STAP1	Mammalia	Microtus_oregoni	45.41	 3.675
STAP1	Mammalia	Vulpes_lagopus	41.72	 3.77777777777778
STAP1	Mammalia	Dipodomys_spectabilis	39.82	 3.625
STAP1	Mammalia	Panthera_leo	41.87	 3.64
STAP1	Mammalia	Cervus_canadensis	41.87	 3.6
STAP1	Mammalia	Prionailurus_bengalensis	42.01	 3.55555555555556
STAP1	Mammalia	Cervus_elaphus	41.75	 3.6
STAP1	Mammalia	Dromiciops_gliroides	42.92	 3.89655172413793
STAP1	Mammalia	Neogale_vison	43.63	 3.92857142857143
STAP1	Mammalia	Gracilinanus_agilis	42.18	 3.87096774193548
STAP1	Mammalia	Leopardus_geoffroyi	41.99	 3.55555555555556
STAP1	Mammalia	Lemur_catta	42.51	 3.63636363636364
STAP1	Mammalia	Ursus_americanus	41.16	 3.68
STAP1	Mammalia	Phyllostomus_hastatus	40.83	 3.8
STAP1	Mammalia	Mirounga_angustirostris	40.99	 3.51724137931034
STAP1	Mammalia	Meles_meles	42.48	 3.62962962962963
STAP1	Mammalia	Marmota_monax	40.38	 3.58333333333333
STAP1	Mammalia	Equus_quagga	41.28	 3.71428571428571
STAP1	Mammalia	Lynx_rufus	42.22	 3.55172413793103
STAP1	Mammalia	Sciurus_carolinensis	40.38	 3.58333333333333
STAP1	Mammalia	Lutra_lutra	41.55	 3.625
STAP1	Mammalia	Phacochoerus_africanus	42.06	 3.75
STAP1	Mammalia	Prionailurus_viverrinus	42.11	 3.55555555555556
STAP1	Mammalia	Perognathus_longimembris	42.39	 3.61111111111111
STAP1	Mammalia	Myodes_glareolus	45.94	 3.76923076923077
STAP1	Mammalia	Panthera_uncia	41.87	 3.64
STAP1	Mammalia	Suncus_etruscus	38.81	 3.38461538461538
STAP1	Mammalia	Elephas_maximus	39.71	 3.57692307692308
STAP1	Mammalia	Alexandromys_fortis	45.97	 3.80487804878049
STAP1	Mammalia	Macaca_thibetana	41.44	 3.51724137931034
STAP1	Mammalia	Acomys_russatus	44.30	 3.54285714285714
STAP1	Mammalia	Phodopus_roborovskii	42.95	 3.625
STAP1	Mammalia	Antechinus_flavipes	42.31	 4
STAP1	Mammalia	Apodemus_sylvaticus	45.53	 3.67567567567568
STAP1	Mammalia	Budorcas_taxicolor	41.18	 3.58620689655172
STAP1	Mammalia	Peromyscus_californicus	42.62	 3.80645161290323
STAP1	Mammalia	Nycticebus_coucang	44.20	 3.62857142857143
STAP1	Mammalia	Pongo_pygmaeus	41.44	 3.71428571428571
STAP1	Mammalia	Pteronotus_mesoamericanus	40.86	 3.55172413793103
STAP1	Mammalia	Symphalangus_syndactylus	40.99	 3.61538461538462
STAP1	Mammalia	Nyctereutes_procyonoides	41.61	 3.74074074074074
STAP1	Mammalia	Moschus_berezovskii	42.10	 3.53125
STAP1	Mammalia	Bubalus_kerabau	41.41	 3.56666666666667
STAP1	Mammalia	Psammomys_obesus	43.49	 3.47058823529412
STAP1	Mammalia	Sorex_fumeus	40.51	 3.46428571428571
STAP1	Mammalia	Hippopotamus_amphibius	41.29	 3.58620689655172
STAP1	Mammalia	Chionomys_nivalis	45.08	 3.71794871794872
STAP1	Mammalia	Diceros_bicornis	39.82	 3.4
STAP1	Mammalia	Neofelis_nebulosa	42.11	 3.61538461538462
STAP1	Mammalia	Mustela_lutreola	42.82	 3.73076923076923
STAP1	Mammalia	Peromyscus_eremicus	42.73	 3.67741935483871
STAP1	Mammalia	Mustela_nigripes	42.82	 3.74074074074074
STAP1	Mammalia	Myotis_daubentonii	40.72	 3.62962962962963
STAP1	Mammalia	Balaenoptera_ricei	41.29	 3.61290322580645
STAP1	Mammalia	Delphinus_delphis	44.81	 4.09090909090909
STAP1	Mammalia	Mesoplodon_densirostris	41.16	 3.55172413793103
STAP1	Mammalia	Lagenorhynchus_albirostris	48.53	 4.39473684210526
STAP1	Mammalia	Panthera_onca	41.87	 3.64
STAP1	Mammalia	Dama_dama	41.64	 3.78571428571429
STAP1	Mammalia	Eubalaena_glacialis	41.95	 3.53125
STAP1	Mammalia	Bos_javanicus	41.40	 3.54838709677419
STAP1	Mammalia	Lepus_europaeus	42.84	 3.7741935483871
STAP1	Mammalia	Phocoena_phocoena	44.71	 4.33333333333333
STAP1	Mammalia	Muntiacus_reevesi	41.52	 3.53125
STAP1	Mammalia	Saccopteryx_bilineata	40.95	 3.45833333333333
STAP1	Mammalia	Saccopteryx_leptura	41.18	 3.40740740740741
STAP1	Mammalia	Pseudorca_crassidens	47.23	 4.77142857142857
STAP1	Mammalia	Eschrichtius_robustus	41.95	 3.60606060606061
STAP1	Mammalia	Capricornis_sumatraensis	41.06	 3.57142857142857
STAP1	Mammalia	Petaurus_breviceps	42.48	 3.86206896551724
STAP1	Mammalia	Eulemur_rufifrons	42.62	 3.70967741935484
STAP1	Mammalia	Ovis_canadensis	41.41	 3.56666666666667
STAP1	Mammalia	Dipodomys_merriami	40.54	 3.61538461538462
STAP1	Mammalia	Myotis_yumanensis	40.94	 3.62068965517241
TNIP2	Mammalia	Homo_sapiens	63.02	 4.92631578947368
TNIP2	Mammalia	Mus_musculus	56.77	 4.07954545454545
TNIP2	Mammalia	Rattus_norvegicus	55.53	 3.98795180722892
TNIP2	Mammalia	Pan_troglodytes	62.87	 4.81443298969072
TNIP2	Mammalia	Canis_lupus	64.84	 5.34736842105263
TNIP2	Mammalia	Macaca_mulatta	61.62	 5.16666666666667
TNIP2	Mammalia	Monodelphis_domestica	57.11	 4.54166666666667
TNIP2	Mammalia	Equus_caballus	64.42	 4.96039603960396
TNIP2	Mammalia	Ornithorhynchus_anatinus	63.21	 5.17857142857143
TNIP2	Mammalia	Bos_taurus	70.39	 5.06666666666667
TNIP2	Mammalia	Oryctolagus_cuniculus	70.92	 5.02479338842975
TNIP2	Mammalia	Callithrix_jacchus	63.26	 4.87096774193548
TNIP2	Mammalia	Pongo_abelii	62.71	 5.2093023255814
TNIP2	Mammalia	Ailuropoda_melanoleuca	65.94	 4.97368421052632
TNIP2	Mammalia	Sus_scrofa	67.66	 5.15740740740741
TNIP2	Mammalia	Nomascus_leucogenys	63.02	 5.13636363636364
TNIP2	Mammalia	Loxodonta_africana	68.33	 4.79310344827586
TNIP2	Mammalia	Cavia_porcellus	65.53	 4.72641509433962
TNIP2	Mammalia	Cricetulus_griseus	55.63	 4.01162790697674
TNIP2	Mammalia	Sarcophilus_harrisii	60.18	 5.29545454545455
TNIP2	Mammalia	Otolemur_garnettii	61.92	 4.64516129032258
TNIP2	Mammalia	Pan_paniscus	62.95	 4.83505154639175
TNIP2	Mammalia	Papio_anubis	59.24	 4.38333333333333
TNIP2	Mammalia	Saimiri_boliviensis	64.48	 4.98947368421053
TNIP2	Mammalia	Felis_catus	64.84	 5.11881188118812
TNIP2	Mammalia	Gorilla_gorilla	62.33	 4.88172043010753
TNIP2	Mammalia	Orcinus_orca	70.29	 5.88888888888889
TNIP2	Mammalia	Tursiops_truncatus	68.72	 5.3758389261745
TNIP2	Mammalia	Trichechus_manatus	67.94	 4.61363636363636
TNIP2	Mammalia	Odobenus_rosmarus	66.59	 5.11111111111111
TNIP2	Mammalia	Ceratotherium_simum	62.87	 4.77551020408163
TNIP2	Mammalia	Ochotona_princeps	69.44	 4.98130841121495
TNIP2	Mammalia	Sorex_araneus	70.56	 5.31775700934579
TNIP2	Mammalia	Octodon_degus	69.14	 4.83050847457627
TNIP2	Mammalia	Jaculus_jaculus	58.88	 4.79268292682927
TNIP2	Mammalia	Echinops_telfairi	67.45	 4.4125
TNIP2	Mammalia	Mustela_putorius	65.83	 5.08571428571429
TNIP2	Mammalia	Heterocephalus_glaber	70.02	 5.24074074074074
TNIP2	Mammalia	Mesocricetus_auratus	57.00	 4.23333333333333
TNIP2	Mammalia	Ictidomys_tridecemlineatus	60.51	 4.2843137254902
TNIP2	Mammalia	Microtus_ochrogaster	58.27	 4.22826086956522
TNIP2	Mammalia	Chinchilla_lanigera	71.04	 5.25641025641026
TNIP2	Mammalia	Macaca_fascicularis	61.62	 5.16666666666667
TNIP2	Mammalia	Capra_hircus	70.39	 5.13559322033898
TNIP2	Mammalia	Myotis_brandtii	67.41	 4.68478260869565
TNIP2	Mammalia	Bos_mutus	70.16	 5.01652892561984
TNIP2	Mammalia	Bubalus_bubalis	70.78	 5.18487394957983
TNIP2	Mammalia	Myotis_lucifugus	69.29	 4.86046511627907
TNIP2	Mammalia	Tupaia_chinensis	63.81	 4.39423076923077
TNIP2	Mammalia	Camelus_ferus	66.67	 5.17592592592593
TNIP2	Mammalia	Vicugna_pacos	65.22	 4.80373831775701
TNIP2	Mammalia	Leptonychotes_weddellii	66.82	 5.17757009345794
TNIP2	Mammalia	Myotis_davidii	68.64	 4.8469387755102
TNIP2	Mammalia	Chrysochloris_asiatica	68.98	 5.29333333333333
TNIP2	Mammalia	Elephantulus_edwardii	66.89	 4.5703125
TNIP2	Mammalia	Pteropus_alecto	68.28	 5.32110091743119
TNIP2	Mammalia	Peromyscus_maniculatus	56.64	 3.94505494505495
TNIP2	Mammalia	Panthera_tigris	64.68	 5.04901960784314
TNIP2	Mammalia	Physeter_macrocephalus	67.83	 5.28971962616822
TNIP2	Mammalia	Balaenoptera_acutorostrata	67.83	 5.20909090909091
TNIP2	Mammalia	Lipotes_vexillifer	68.75	 5.23893805309735
TNIP2	Mammalia	Orycteropus_afer	69.84	 5.34013605442177
TNIP2	Mammalia	Chlorocebus_sabaeus	62.64	 4.96629213483146
TNIP2	Mammalia	Carlito_syrichta	59.22	 4.43055555555556
TNIP2	Mammalia	Eptesicus_fuscus	73.10	 5.79090909090909
TNIP2	Mammalia	Equus_przewalskii	64.50	 4.98019801980198
TNIP2	Mammalia	Galeopterus_variegatus	59.02	 4.25263157894737
TNIP2	Mammalia	Ursus_maritimus	66.74	 5.04504504504505
TNIP2	Mammalia	Nannospalax_galili	60.68	 4.60215053763441
TNIP2	Mammalia	Rhinopithecus_roxellana	62.44	 4.96666666666667
TNIP2	Mammalia	Bison_bison	65.18	 4.46296296296296
TNIP2	Mammalia	Camelus_bactrianus	64.14	 4.70886075949367
TNIP2	Mammalia	Camelus_dromedarius	66.44	 5.05607476635514
TNIP2	Mammalia	Pteropus_vampyrus	69.33	 5.42758620689655
TNIP2	Mammalia	Macaca_nemestrina	59.13	 4.43103448275862
TNIP2	Mammalia	Colobus_angolensis	58.82	 4.35
TNIP2	Mammalia	Mandrillus_leucophaeus	59.34	 4.38333333333333
TNIP2	Mammalia	Cercocebus_atys	62.71	 4.97752808988764
TNIP2	Mammalia	Aotus_nancymaae	64.50	 5.03061224489796
TNIP2	Mammalia	Propithecus_coquereli	61.66	 4.53125
TNIP2	Mammalia	Condylura_cristata	76.12	 5.97560975609756
TNIP2	Mammalia	Microcebus_murinus	62.20	 4.5979381443299
TNIP2	Mammalia	Dipodomys_ordii	68.14	 4.52601156069364
TNIP2	Mammalia	Equus_asinus	67.28	 5.47368421052632
TNIP2	Mammalia	Acinonyx_jubatus	64.68	 5
TNIP2	Mammalia	Marmota_marmota	61.84	 4.86746987951807
TNIP2	Mammalia	Rousettus_aegyptiacus	71.60	 5.7563025210084
TNIP2	Mammalia	Miniopterus_natalensis	63.63	 4.86666666666667
TNIP2	Mammalia	Cebus_imitator	60.78	 4.37142857142857
TNIP2	Mammalia	Manis_javanica	67.38	 5.11538461538461
TNIP2	Mammalia	Rhinopithecus_bieti	58.92	 4.36065573770492
TNIP2	Mammalia	Panthera_pardus	64.76	 5.04901960784314
TNIP2	Mammalia	Hipposideros_armiger	67.81	 5.19266055045872
TNIP2	Mammalia	Bos_indicus	70.39	 5.08333333333333
TNIP2	Mammalia	Castor_canadensis	63.08	 4.49484536082474
TNIP2	Mammalia	Odocoileus_virginianus	70.54	 5.1156462585034
TNIP2	Mammalia	Phascolarctos_cinereus	58.10	 4.68478260869565
TNIP2	Mammalia	Mus_caroli	56.54	 4.11764705882353
TNIP2	Mammalia	Mus_pahari	55.92	 4.09876543209877
TNIP2	Mammalia	Meriones_unguiculatus	55.38	 4.075
TNIP2	Mammalia	Neomonachus_schauinslandi	66.74	 5.22429906542056
TNIP2	Mammalia	Enhydra_lutris	65.75	 5
TNIP2	Mammalia	Delphinapterus_leucas	68.81	 5.20175438596491
TNIP2	Mammalia	Piliocolobus_tephrosceles	58.72	 4.3728813559322
TNIP2	Mammalia	Desmodus_rotundus	68.42	 5.14018691588785
TNIP2	Mammalia	Neophocaena_asiaeorientalis	64.48	 4.49473684210526
TNIP2	Mammalia	Theropithecus_gelada	63.50	 5.11702127659574
TNIP2	Mammalia	Callorhinus_ursinus	66.28	 5.30392156862745
TNIP2	Mammalia	Puma_concolor	60.29	 4.24390243902439
TNIP2	Mammalia	Vulpes_vulpes	64.14	 5.25
TNIP2	Mammalia	Ursus_arctos	66.74	 5.04504504504505
TNIP2	Mammalia	Sagmatias_obliquidens	68.33	 5.44642857142857
TNIP2	Mammalia	Zalophus_californianus	66.82	 5.27619047619048
TNIP2	Mammalia	Vombatus_ursinus	57.32	 4.77906976744186
TNIP2	Mammalia	Marmota_flaviventris	61.99	 4.83529411764706
TNIP2	Mammalia	Ovis_aries	70.31	 5.11864406779661
TNIP2	Mammalia	Eumetopias_jubatus	66.82	 5.20560747663551
TNIP2	Mammalia	Phyllostomus_discolor	72.99	 5.72566371681416
TNIP2	Mammalia	Grammomys_surdaster	55.45	 4.1358024691358
TNIP2	Mammalia	Peromyscus_leucopus	56.40	 3.98888888888889
TNIP2	Mammalia	Monodon_monoceros	68.51	 5.07692307692308
TNIP2	Mammalia	Suricata_suricatta	67.35	 5.1651376146789
TNIP2	Mammalia	Lynx_canadensis	64.61	 5.07920792079208
TNIP2	Mammalia	Globicephala_melas	70.22	 5.76086956521739
TNIP2	Mammalia	Mastomys_coucha	55.38	 3.98795180722892
TNIP2	Mammalia	Hylobates_moloch	63.10	 5.22727272727273
TNIP2	Mammalia	Sapajus_apella	64.57	 5.03030303030303
TNIP2	Mammalia	Mustela_erminea	65.90	 5.19417475728155
TNIP2	Mammalia	Phoca_vitulina	67.59	 5.25
TNIP2	Mammalia	Phocoena_sinus	67.74	 5.09821428571429
TNIP2	Mammalia	Lontra_canadensis	65.90	 5.06730769230769
TNIP2	Mammalia	Rattus_rattus	55.76	 3.92941176470588
TNIP2	Mammalia	Rhinolophus_ferrumequinum	67.43	 5.23364485981308
TNIP2	Mammalia	Trachypithecus_francoisi	62.52	 4.85869565217391
TNIP2	Mammalia	Arvicanthis_niloticus	55.38	 4.03703703703704
TNIP2	Mammalia	Mirounga_leonina	66.82	 5.23584905660377
TNIP2	Mammalia	Halichoerus_grypus	67.82	 5.27777777777778
TNIP2	Mammalia	Onychomys_torridus	56.58	 4.05494505494505
TNIP2	Mammalia	Molossus_molossus	70.23	 5.34862385321101
TNIP2	Mammalia	Myotis_myotis	71.16	 5.75961538461539
TNIP2	Mammalia	Pipistrellus_kuhlii	75.66	 6.23684210526316
TNIP2	Mammalia	Trichosurus_vulpecula	57.32	 4.59523809523809
TNIP2	Mammalia	Balaenoptera_musculus	67.58	 5.17272727272727
TNIP2	Mammalia	Manis_pentadactyla	68.03	 4.91150442477876
TNIP2	Mammalia	Sturnira_hondurensis	69.28	 5.54081632653061
TNIP2	Mammalia	Artibeus_jamaicensis	69.20	 5.27102803738318
TNIP2	Mammalia	Talpa_occidentalis	62.34	 4.59493670886076
TNIP2	Mammalia	Choloepus_didactylus	71.76	 5.46788990825688
TNIP2	Mammalia	Arvicola_amphibius	57.65	 4.12359550561798
TNIP2	Mammalia	Tachyglossus_aculeatus	63.06	 5.23943661971831
TNIP2	Mammalia	Hyaena_hyaena	67.05	 5.18348623853211
TNIP2	Mammalia	Oryx_dammah	70.62	 5.16666666666667
TNIP2	Mammalia	Puma_yagouaroundi	64.62	 4.99047619047619
TNIP2	Mammalia	Ochotona_curzoniae	69.54	 4.82882882882883
TNIP2	Mammalia	Vulpes_lagopus	64.37	 5.15789473684211
TNIP2	Mammalia	Dipodomys_spectabilis	70.52	 5.31132075471698
TNIP2	Mammalia	Panthera_leo	64.68	 5.07843137254902
TNIP2	Mammalia	Cervus_canadensis	70.54	 5.05691056910569
TNIP2	Mammalia	Prionailurus_bengalensis	64.53	 5.03921568627451
TNIP2	Mammalia	Cervus_elaphus	70.47	 5.04878048780488
TNIP2	Mammalia	Dromiciops_gliroides	58.50	 4.95505617977528
TNIP2	Mammalia	Neogale_vison	66.13	 5.1047619047619
TNIP2	Mammalia	Gracilinanus_agilis	51.39	 3.76190476190476
TNIP2	Mammalia	Leopardus_geoffroyi	64.68	 5.04901960784314
TNIP2	Mammalia	Lemur_catta	62.89	 4.79787234042553
TNIP2	Mammalia	Ursus_americanus	66.74	 5.04545454545455
TNIP2	Mammalia	Phyllostomus_hastatus	72.60	 5.66371681415929
TNIP2	Mammalia	Mirounga_angustirostris	66.82	 5.23584905660377
TNIP2	Mammalia	Meles_meles	65.90	 5.07547169811321
TNIP2	Mammalia	Marmota_monax	61.76	 4.78823529411765
TNIP2	Mammalia	Equus_quagga	64.26	 5.04081632653061
TNIP2	Mammalia	Lynx_rufus	64.61	 5.05882352941176
TNIP2	Mammalia	Sciurus_carolinensis	62.78	 4.61458333333333
TNIP2	Mammalia	Lutra_lutra	66.06	 5.04672897196262
TNIP2	Mammalia	Phacochoerus_africanus	67.81	 5.23148148148148
TNIP2	Mammalia	Prionailurus_viverrinus	64.45	 5.02941176470588
TNIP2	Mammalia	Perognathus_longimembris	76.43	 6.38392857142857
TNIP2	Mammalia	Myodes_glareolus	57.66	 4.19540229885058
TNIP2	Mammalia	Panthera_uncia	64.53	 5.02970297029703
TNIP2	Mammalia	Elephas_maximus	68.56	 4.82758620689655
TNIP2	Mammalia	Alexandromys_fortis	58.35	 4.18681318681319
TNIP2	Mammalia	Macaca_thibetana	62.56	 5.01149425287356
TNIP2	Mammalia	Acomys_russatus	57.39	 4.0989010989011
TNIP2	Mammalia	Phodopus_roborovskii	55.66	 4.225
TNIP2	Mammalia	Antechinus_flavipes	59.03	 5.20481927710843
TNIP2	Mammalia	Apodemus_sylvaticus	55.45	 3.92771084337349
TNIP2	Mammalia	Budorcas_taxicolor	69.84	 5.1304347826087
TNIP2	Mammalia	Peromyscus_californicus	56.87	 4.1264367816092
TNIP2	Mammalia	Nycticebus_coucang	62.52	 4.71578947368421
TNIP2	Mammalia	Pongo_pygmaeus	62.87	 5.19540229885058
TNIP2	Mammalia	Pteronotus_mesoamericanus	70.91	 5.63809523809524
TNIP2	Mammalia	Symphalangus_syndactylus	63.18	 5.20454545454545
TNIP2	Mammalia	Nyctereutes_procyonoides	64.53	 5.25773195876289
TNIP2	Mammalia	Moschus_berezovskii	71.36	 5.09022556390977
TNIP2	Mammalia	Bubalus_kerabau	71.00	 5.32575757575758
TNIP2	Mammalia	Psammomys_obesus	55.68	 4.09638554216868
TNIP2	Mammalia	Sorex_fumeus	69.37	 5.05504587155963
TNIP2	Mammalia	Hippopotamus_amphibius	70.40	 5.28448275862069
TNIP2	Mammalia	Chionomys_nivalis	57.96	 4.23595505617978
TNIP2	Mammalia	Diceros_bicornis	62.87	 4.75510204081633
TNIP2	Mammalia	Neofelis_nebulosa	64.99	 5.05882352941176
TNIP2	Mammalia	Kogia_breviceps	67.67	 5.22429906542056
TNIP2	Mammalia	Mustela_lutreola	66.06	 5.19230769230769
TNIP2	Mammalia	Peromyscus_eremicus	56.54	 4.02247191011236
TNIP2	Mammalia	Mustela_nigripes	65.90	 5.19417475728155
TNIP2	Mammalia	Myotis_daubentonii	71.26	 5.69230769230769
TNIP2	Mammalia	Balaenoptera_ricei	70.47	 6.03787878787879
TNIP2	Mammalia	Delphinus_delphis	70.29	 5.86764705882353
TNIP2	Mammalia	Mesoplodon_densirostris	69.67	 5.7593984962406
TNIP2	Mammalia	Lagenorhynchus_albirostris	67.94	 5.14893617021277
TNIP2	Mammalia	Erinaceus_europaeus	68.37	 5.16666666666667
TNIP2	Mammalia	Panthera_onca	64.53	 4.96116504854369
TNIP2	Mammalia	Dama_dama	70.39	 5.19166666666667
TNIP2	Mammalia	Eubalaena_glacialis	70.27	 5.80882352941176
TNIP2	Mammalia	Bos_javanicus	70.16	 5.11016949152542
TNIP2	Mammalia	Lepus_europaeus	69.74	 4.85826771653543
TNIP2	Mammalia	Cynocephalus_volans	61.48	 4.90909090909091
TNIP2	Mammalia	Phocoena_phocoena	68.36	 5.20535714285714
TNIP2	Mammalia	Muntiacus_reevesi	70.23	 5.09166666666667
TNIP2	Mammalia	Saccopteryx_bilineata	65.98	 5.06185567010309
TNIP2	Mammalia	Saccopteryx_leptura	66.82	 5.08653846153846
TNIP2	Mammalia	Pseudorca_crassidens	70.29	 5.77536231884058
TNIP2	Mammalia	Eschrichtius_robustus	70.22	 5.86764705882353
TNIP2	Mammalia	Capricornis_sumatraensis	70.75	 5.24347826086957
TNIP2	Mammalia	Petaurus_breviceps	57.99	 4.68539325842697
TNIP2	Mammalia	Eulemur_rufifrons	63.05	 4.90322580645161
TNIP2	Mammalia	Ovis_canadensis	70.39	 5.13445378151261
TNIP2	Mammalia	Dipodomys_merriami	70.07	 5.30555555555556
TNIP2	Mammalia	Myotis_yumanensis	71.26	 5.60747663551402
TNIP2	Petromyzontiformes	Petromyzon_marinus	69.64	 5.15337423312883
TNIP2	Petromyzontiformes	Lethenteron_reissneri	67.27	 4.95890410958904
IL34	Testudines	Chrysemys_picta	71.22	 5.61818181818182
IL34	Testudines	Chelonia_mydas	58.14	 3.83076923076923
IL34	Testudines	Gopherus_evgoodei	55.93	 3.9375
IL34	Testudines	Chelonoidis_abingdonii	55.18	 3.52941176470588
IL34	Testudines	Trachemys_scripta	56.32	 3.82857142857143
IL34	Testudines	Dermochelys_coriacea	56.23	 3.97727272727273
IL34	Testudines	Mauremys_reevesii	58.82	 4.12727272727273
IL34	Testudines	Mauremys_mutica	59.37	 4.02272727272727
IL34	Testudines	Caretta_caretta	56.49	 3.61702127659574
IL34	Testudines	Gopherus_flavomarginatus	55.93	 3.875
IL34	Testudines	Malaclemys_terrapin	55.75	 3.8
IL34	Testudines	Emys_orbicularis	57.82	 4.20588235294118
IL34	Testudines	Emydura_macquarii	52.35	 3.76666666666667
LAPTM5	Testudines	Chrysemys_picta	48.05	 3.44117647058824
LAPTM5	Testudines	Pelodiscus_sinensis	49.35	 3.46875
LAPTM5	Testudines	Chelonia_mydas	48.18	 3.59375
LAPTM5	Testudines	Terrapene_triunguis	49.09	 3.54285714285714
LAPTM5	Testudines	Gopherus_evgoodei	48.70	 3.6875
LAPTM5	Testudines	Chelonoidis_abingdonii	48.70	 3.75757575757576
LAPTM5	Testudines	Trachemys_scripta	48.57	 3.58823529411765
LAPTM5	Testudines	Dermochelys_coriacea	47.16	 3.37931034482759
LAPTM5	Testudines	Mauremys_reevesii	49.09	 3.59375
LAPTM5	Testudines	Mauremys_mutica	49.22	 3.65625
LAPTM5	Testudines	Caretta_caretta	47.79	 3.6
LAPTM5	Testudines	Gopherus_flavomarginatus	48.44	 3.65625
LAPTM5	Testudines	Malaclemys_terrapin	48.44	 3.60606060606061
LAPTM5	Testudines	Emys_orbicularis	48.83	 3.48571428571429
LAPTM5	Testudines	Emydura_macquarii	47.17	 3.45161290322581
STAP1	Testudines	Pelodiscus_sinensis	50.64	 3.83870967741935
STAP1	Testudines	Chelonia_mydas	46.30	 3.65116279069767
STAP1	Testudines	Chrysemys_picta	46.31	 3.71428571428571
STAP1	Testudines	Terrapene_triunguis	46.82	 3.7
STAP1	Testudines	Gopherus_evgoodei	45.78	 3.68571428571429
STAP1	Testudines	Chelonoidis_abingdonii	45.83	 3.77777777777778
STAP1	Testudines	Dermochelys_coriacea	45.50	 3.6
STAP1	Testudines	Mauremys_reevesii	46.51	 3.78048780487805
STAP1	Testudines	Mauremys_mutica	46.09	 3.78947368421053
STAP1	Testudines	Caretta_caretta	46.31	 3.68292682926829
STAP1	Testudines	Gopherus_flavomarginatus	45.40	 3.83333333333333
STAP1	Testudines	Malaclemys_terrapin	46.31	 3.74285714285714
STAP1	Testudines	Emys_orbicularis	46.21	 3.66666666666667
STAP1	Testudines	Emydura_macquarii	45.96	 3.62857142857143
TNIP2	Testudines	Alligator_sinensis	43.74	 3.25
TNIP2	Testudines	Alligator_mississippiensis	52.31	 4.96969696969697
TNIP2	Testudines	Gavialis_gangeticus	52.02	 4.83870967741935
TNIP2	Testudines	Crocodylus_porosus	51.23	 4.70175438596491
