Group	Class	Order	Species_name	Species	FCSK-COG4	FCSK-SF3B3	FCSK-MTSS2	FCSK-VAC14	FCSK-HYDIN	COG4-SF3B3	COG4-MTSS2	COG4-VAC14	COG4-HYDIN	SF3B3-MTSS2	SF3B3-VAC14	SF3B3-HYDIN	MTSS2-VAC14	MTSS2-HYDIN	VAC14-HYDIN
Mammalia	Mammalia	Artiodactyla	Sus_scrofa	Sus_scrofa	296	31939	167808	191220	402696	78	135947	159359	370835	81708	105120	316596	1490	212966	104031
Mammalia	Mammalia	Primates	Symphalangus_syndactylus	Symphalangus_syndactylus	299	40202	176884	200750	319988	0	136591	160457	279695	86451	110317	229555	1395	120633	5603
Mammalia	Mammalia	Monotremata	Tachyglossus_aculeatus	Tachyglossus_aculeatus	1356	33514	144442	196651	382701	114	111042	163251	349301	70672	122881	308931	11012	197062	8606
Mammalia	Mammalia	Eulipotyphla	Talpa_occidentalis	Talpa_occidentalis	0	25208	136508	276385	328985	238	111538	251415	304015	66649	206526	259126	119065	171665	3184
Mammalia	Mammalia	Primates	Theropithecus_gelada	Theropithecus_gelada	293	43839	181290	213210	336051	229	137680	169600	292441	82455	114375	237216	6597	129438	6862
Mammalia	Mammalia	Primates	Trachypithecus_francoisi	Trachypithecus_francoisi	297	42644	177300	202304	325441	223	134879	159883	283020	79401	104405	227542	1375	124512	6910
Mammalia	Mammalia	Sirenia	Trichechus_manatus_latirostris	Trichechus_manatus_latirostris	1063	31957	151619	172834	286948	0	117641	138856	252970	69751	90966	205080	1995	116109	3316
Mammalia	Mammalia	Diprotodontia	Trichosurus_vulpecula	Trichosurus_vulpecula	268	31885	186926	226612	379239	465	155506	195192	347819	121507	161193	313820	2645	155272	14758
Mammalia	Mammalia	Scandentia	Tupaia_chinensis	Tupaia_chinensis	274	34379	169162	190985	316737	273	135056	156879	282631	78885	100708	226460	1242	126994	4140
Mammalia	Mammalia	Artiodactyla	Tursiops_truncatus	Tursiops_truncatus	299	28007	140778	162014	377145	257	113028	134264	349395	64521	85757	300888	108	215239	117226
Mammalia	Mammalia	Rodentia	Urocitellus_parryii	Urocitellus_parryii	403	13015	159653	182323	291221	0	128457	151127	260025	82388	105058	213956	1486	110384	5978
Mammalia	Mammalia	Carnivora	Ursus_americanus	Ursus_americanus	304	26635	129822	151453	257468	224	103411	125042	231057	61891	83522	189537	1574	107589	5166
Mammalia	Mammalia	Carnivora	Ursus_arctos	Ursus_arctos	306	26155	130028	150621	256270	0	103836	124429	230078	62458	83051	188700	1564	107213	4998
Mammalia	Mammalia	Carnivora	Ursus_maritimus	Ursus_maritimus	306	26682	131202	151063	256622	248	104768	124629	230188	63340	83201	188760	1626	107185	5129
Mammalia	Mammalia	Artiodactyla	Vicugna_pacos	Vicugna_pacos	0	23574	121810	145103	290601	255	98491	121784	267282	54175	77468	222966	1009	146507	65294
Mammalia	Mammalia	Diprotodontia	Vombatus_ursinus	Vombatus_ursinus	251	32823	184618	223338	362932	505	152300	191020	330614	118571	157291	296885	2726	142320	15431
Mammalia	Mammalia	Carnivora	Vulpes_lagopus	Vulpes_lagopus	302	24246	155119	177509	284822	253	131126	153516	260829	78187	100577	207890	1207	108520	6225
Mammalia	Mammalia	Carnivora	Vulpes_vulpes	Vulpes_vulpes	292	31756	157347	177675	285020	260	125851	146179	253524	72890	93218	200563	5556	112901	6223
Mammalia	Mammalia	Carnivora	Zalophus_californianus	Zalophus_californianus	285	27354	139069	161549	267656	12	111727	134207	240314	68872	91352	197459	1582	107689	4075
Crocodilia	Reptilia	Crocodylia	Alligator_mississippiensis	Alligator_mississippiensis	0	32258	4069061	3847377	3401998	28	4036831	3815147	3369768	3985678	3763994	3318615	14093	223925	2241
Testudines	Reptilia	Testudines	Caretta_caretta	Caretta_caretta	1861	34107	352107	462415	698383	237	394965	505273	741241	427211	537519	773487	23958	259926	33497
Testudines	Reptilia	Testudines	Chelonia_mydas	Chelonia_mydas	1864	33921	380658	484848	709163	0	425985	530175	754490	458042	562232	786547	23974	248289	23901
Testudines	Reptilia	Testudines	Chelonoidis_abingdonii	Chelonoidis_abingdonii	2702	31406	397415	503857	726501	262	437001	543443	766087	465705	572147	794791	17963	240607	8393
Testudines	Reptilia	Testudines	Chrysemys_picta_bellii	Chrysemys_picta_bellii	0	28960	552145	665692	870212	0	597057	710604	915124	626523	740070	944590	19340	223860	11673
Crocodilia	Reptilia	Crocodylia	Crocodylus_porosus	Crocodylus_porosus	1276	31404	131171	248942	450654	195	99962	217733	419445	52396	170167	371879	14299	216011	8019
Testudines	Reptilia	Testudines	Dermochelys_coriacea	Dermochelys_coriacea	1858	31280	402053	511607	3344545	71	444904	554458	3313336	474326	583880	3258920	16293	3787591	3897145
Testudines	Reptilia	Testudines	Emys_orbicularis	Emys_orbicularis	1910	32501	1077184	1182648	1402143	2607	1107389	1212853	1432348	1137980	1243444	1462939	20685	240180	15425
Crocodilia	Reptilia	Crocodylia	Gavialis_gangeticus	Gavialis_gangeticus	1744	51150	170489	335307	611283	222	119561	284379	560355	60085	224903	500879	24119	300095	8019
Testudines	Reptilia	Testudines	Gopherus_evgoodei	Gopherus_evgoodei	2049	29919	409485	514762	732214	248	449883	555160	772612	477753	583030	800482	19313	236765	15549
Testudines	Reptilia	Testudines	Gopherus_flavomarginatus	Gopherus_flavomarginatus	2085	32424	471770	572625	787027	272	515208	616063	830465	545547	646402	860804	17516	231918	8154
Testudines	Reptilia	Testudines	Malaclemys_terrapin_pileata	Malaclemys_terrapin_pileata	1688	32047	435254	550047	755128	269	473603	588396	793477	503962	618755	823836	20371	225452	10504
Testudines	Reptilia	Testudines	Mauremys_mutica	Mauremys_mutica	2054	32110	331490	446739	661976	126	376456	491705	706942	406512	521761	736998	25915	241152	12023
Testudines	Reptilia	Testudines	Mauremys_reevesii	Mauremys_reevesii	1023	30367	347286	467134	681625	0	386626	506474	720965	415970	535818	750309	23362	237853	8948
