Group	IL34_status	Order	Species_name	Species	FCSK-COG4	FCSK-SF3B3	FCSK-MTSS2	FCSK-VAC14	FCSK-HYDIN	COG4-SF3B3	COG4-MTSS2	COG4-VAC14	COG4-HYDIN	SF3B3-MTSS2	SF3B3-VAC14	SF3B3-HYDIN	MTSS2-VAC14	MTSS2-HYDIN	VAC14-HYDIN
Testudines	1	Testudines	Caretta_caretta	Caretta_caretta	1861	34407	352107	473273	698383	537	394965	516131	741241	427511	548677	773787	34818	259928	33499
Testudines	1	Testudines	Chelonia_mydas	Chelonia_mydas	1864	34107	383439	487629	711944	45	425985	530175	754490	458228	562418	786733	23974	248289	23901
Testudines	1	Testudines	Chelonoidis_abingdonii	Chelonoidis_abingdonii	2702	31406	397431	503873	726517	262	437001	543443	766087	465705	572147	794791	17963	240607	8487
Testudines	1	Testudines	Chrysemys_picta_bellii	Chrysemys_picta_bellii	0	29160	552145	665692	870212	191	597057	710604	915124	626723	740270	944790	19356	223876	11673
Testudines	1	Testudines	Dermochelys_coriacea	Dermochelys_coriacea	1858	31280	405144	514698	3433155	752	444904	554458	3402627	474326	583880	3347530	16311	3876201	3985755
Testudines	1	Testudines	Emys_orbicularis	Emys_orbicularis	1910	32501	1077184	1182648	1402143	2607	1107389	1212853	1432348	1137980	1243444	1462939	20685	240180	15425
Testudines	1	Testudines	Gopherus_evgoodei	Gopherus_evgoodei	2049	29919	409485	514762	732214	248	449883	555160	772612	477753	583030	800482	19313	236765	15549
Testudines	1	Testudines	Gopherus_flavomarginatus	Gopherus_flavomarginatus	2085	32438	471770	572625	866057	286	515208	616063	909495	545561	646416	939848	17518	310950	87281
Testudines	1	Testudines	Malaclemys_terrapin_pileata	Malaclemys_terrapin_pileata	1688	32064	435277	550070	755151	286	473603	588396	793477	503979	618772	823853	20371	225452	10504
Testudines	1	Testudines	Mauremys_mutica	Mauremys_mutica	2054	32110	331490	446739	661976	126	376456	491705	706942	406512	521761	736998	25917	241154	12023
Testudines	1	Testudines	Mauremys_reevesii	Mauremys_reevesii	1727	31071	347289	467137	681628	0	386626	506474	720965	415970	535818	750309	23364	237855	8948
