Gene_name	Class	Order	Species_name	Unaligned_region	Gene_length	Normalized_value	left_gene
HPGDS	Aves	Psittaciformes	Strigops_habroptila	31594	41652	0.758523 SMARCAD1	SMARCAD1
HPGDS	Aves	Struthioniformes	Struthio_camelus	35035	41652	0.841136 SMARCAD1	SMARCAD1
HPGDS	Aves	Passeriformes	Taeniopygia_guttata	32581	41652	0.782219 SMARCAD1	SMARCAD1
HPGDS	Reptilia	Testudines	Terrapene_carolina	12782	41652	0.306876 SMARCAD1	SMARCAD1
HRASLS	Aves	Anseriformes	Anas_platyrhynchos	25182	26958	0.93412 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Anolis_carolinensis	4232	26958	0.156985 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Anolis_sagrei	4566	26958	0.169375 ATP13A5	ATP13A5
HRASLS	Aves	Anseriformes	Anser_brachyrhynchus	25082	26958	0.93041 ATP13A5	ATP13A5
HRASLS	Aves	Accipitriformes	Aquila_chrysaetos	24872	26958	0.92262 ATP13A5	ATP13A5
HRASLS	Reptilia	Testudines	Chelonoidis_abingdonii	11143	26958	0.413347 ATP13A5	ATP13A5
HRASLS	Reptilia	Testudines	Chrysemys_picta	13305	26958	0.493546 ATP13A5	ATP13A5
HRASLS	Aves	Galliformes	Coturnix_japonica	26026	26958	0.965428 ATP13A5	ATP13A5
HRASLS	Reptilia	Crocodylia	Crocodylus_porosus	11116	26958	0.412345 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Eublepharis_macularius	4684	26958	0.173752 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Euleptes_europaea	4509	26958	0.16726 ATP13A5	ATP13A5
HRASLS	Aves	Passeriformes	Ficedula_albicollis	12536	26958	0.46502 ATP13A5	ATP13A5
HRASLS	Aves	Passeriformes	Geospiza_fortis	9833	26958	0.364753 ATP13A5	ATP13A5
HRASLS	Reptilia	Testudines	Gopherus_evgoodei	10774	26958	0.399659 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Laticauda_laticaudata	4003	26958	0.14849 ATP13A5	ATP13A5
HRASLS	Actinistia	Coelacanthiformes	Latimeria_chalumnae	3040	26958	0.112768 ATP13A5	ATP13A5
HRASLS	Aves	Galliformes	Meleagris_gallopavo	26703	26958	0.990541 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Naja_naja	3820	26958	0.141702 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Notechis_scutatus	4094	26958	0.151866 ATP13A5	ATP13A5
HRASLS	Aves	Passeriformes	Parus_major	12971	26958	0.481156 ATP13A5	ATP13A5
HRASLS	Reptilia	Testudines	Pelodiscus_sinensis	6934	26958	0.257215 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Podarcis_muralis	4098	26958	0.152014 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Podarcis_raffonei	4656	26958	0.172713 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Pogona_vitticeps_zw	4655	26958	0.172676 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Pogona_vitticeps_zz	5028	26958	0.186512 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Pseudonaja_textilis	4086	26958	0.151569 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Rhineura_floridana	5245	26958	0.194562 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Squamata	Salvator_merianae	3992	26958	0.148082 ATP13A5	ATP13A5
HRASLS	Aves	Passeriformes	Serinus_canaria	11907	26958	0.441687 ATP13A5	ATP13A5
HRASLS	Lepidosauria	Sphenodontia	Sphenodon_punctatus	5363	26958	0.198939 ATP13A5	ATP13A5
HRASLS	Aves	Psittaciformes	Strigops_habroptila	23475	26958	0.870799 ATP13A5	ATP13A5
HRASLS	Aves	Struthioniformes	Struthio_camelus	25005	26958	0.927554 ATP13A5	ATP13A5
HRASLS	Aves	Passeriformes	Taeniopygia_guttata	12732	26958	0.47229 ATP13A5	ATP13A5
HRASLS	Reptilia	Testudines	Terrapene_carolina	12139	26958	0.450293 ATP13A5	ATP13A5
HSD17B1	Aves	Anseriformes	Anas_platyrhynchos	2863	3379	0.847292 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Anolis_carolinensis	1945	3379	0.575614 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Anolis_sagrei	2211	3379	0.654336 NAGLU	NAGLU
HSD17B1	Aves	Anseriformes	Anser_brachyrhynchus	2976	3379	0.880734 NAGLU	NAGLU
HSD17B1	Aves	Accipitriformes	Aquila_chrysaetos	3280	3379	0.970701 NAGLU	NAGLU
HSD17B1	Reptilia	Testudines	Chelonoidis_abingdonii	2022	3379	0.598402 NAGLU	NAGLU
HSD17B1	Reptilia	Testudines	Chrysemys_picta	3084	3379	0.912696 NAGLU	NAGLU
HSD17B1	Aves	Galliformes	Coturnix_japonica	3379	3379	1 NAGLU	NAGLU
HSD17B1	Reptilia	Crocodylia	Crocodylus_porosus	2751	3379	0.814146 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Eublepharis_macularius	2323	3379	0.687482 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Euleptes_europaea	2336	3379	0.691329 NAGLU	NAGLU
HSD17B1	Aves	Passeriformes	Ficedula_albicollis	2967	3379	0.87807 NAGLU	NAGLU
HSD17B1	Aves	Passeriformes	Geospiza_fortis	3379	3379	1 NAGLU	NAGLU
HSD17B1	Reptilia	Testudines	Gopherus_evgoodei	2730	3379	0.807931 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Laticauda_laticaudata	2313	3379	0.684522 NAGLU	NAGLU
HSD17B1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1727	3379	0.511098 NAGLU	NAGLU
HSD17B1	Aves	Galliformes	Meleagris_gallopavo	2582	3379	0.764131 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Naja_naja	2336	3379	0.691329 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Notechis_scutatus	2312	3379	0.684226 NAGLU	NAGLU
HSD17B1	Aves	Passeriformes	Parus_major	3044	3379	0.900858 NAGLU	NAGLU
HSD17B1	Reptilia	Testudines	Pelodiscus_sinensis	2390	3379	0.70731 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Podarcis_muralis	2336	3379	0.691329 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Podarcis_raffonei	2361	3379	0.698727 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Pogona_vitticeps_zw	2286	3379	0.676532 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Pogona_vitticeps_zz	2282	3379	0.675348 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Pseudonaja_textilis	2339	3379	0.692217 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Rhineura_floridana	2302	3379	0.681267 NAGLU	NAGLU
HSD17B1	Lepidosauria	Squamata	Salvator_merianae	2320	3379	0.686594 NAGLU	NAGLU
HSD17B1	Aves	Passeriformes	Serinus_canaria	3379	3379	1 NAGLU	NAGLU
HSD17B1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2581	3379	0.763835 NAGLU	NAGLU
HSD17B1	Aves	Psittaciformes	Strigops_habroptila	3319	3379	0.982243 NAGLU	NAGLU
HSD17B1	Aves	Struthioniformes	Struthio_camelus	1785	3379	0.528263 NAGLU	NAGLU
HSD17B1	Aves	Passeriformes	Taeniopygia_guttata	3346	3379	0.990234 NAGLU	NAGLU
HSD17B1	Reptilia	Testudines	Terrapene_carolina	2194	3379	0.649305 NAGLU	NAGLU
IL13RA2	Aves	Anseriformes	Anas_platyrhynchos	212677	239928	0.88642 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Anolis_carolinensis	2013	239928	0.00839002 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Anolis_sagrei	2947	239928	0.0122829 HTR2C	HTR2C
IL13RA2	Aves	Anseriformes	Anser_brachyrhynchus	213666	239928	0.890542 HTR2C	HTR2C
IL13RA2	Aves	Accipitriformes	Aquila_chrysaetos	219130	239928	0.913316 HTR2C	HTR2C
IL13RA2	Reptilia	Testudines	Chelonoidis_abingdonii	56341	239928	0.234825 HTR2C	HTR2C
IL13RA2	Reptilia	Testudines	Chrysemys_picta	64306	239928	0.268022 HTR2C	HTR2C
IL13RA2	Aves	Galliformes	Coturnix_japonica	229420	239928	0.956204 HTR2C	HTR2C
IL13RA2	Reptilia	Crocodylia	Crocodylus_porosus	64355	239928	0.268226 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Eublepharis_macularius	6592	239928	0.0274749 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Euleptes_europaea	6530	239928	0.0272165 HTR2C	HTR2C
IL13RA2	Aves	Passeriformes	Ficedula_albicollis	196678	239928	0.819738 HTR2C	HTR2C
IL13RA2	Aves	Passeriformes	Geospiza_fortis	194065	239928	0.808847 HTR2C	HTR2C
IL13RA2	Reptilia	Testudines	Gopherus_evgoodei	58202	239928	0.242581 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Laticauda_laticaudata	2099	239928	0.00874846 HTR2C	HTR2C
IL13RA2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1703	239928	0.00709796 HTR2C	HTR2C
IL13RA2	Aves	Galliformes	Meleagris_gallopavo	234819	239928	0.978706 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Naja_naja	1952	239928	0.00813577 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Notechis_scutatus	2065	239928	0.00860675 HTR2C	HTR2C
IL13RA2	Aves	Passeriformes	Parus_major	196659	239928	0.819658 HTR2C	HTR2C
IL13RA2	Reptilia	Testudines	Pelodiscus_sinensis	25638	239928	0.106857 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Podarcis_muralis	3001	239928	0.0125079 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Podarcis_raffonei	5691	239928	0.0237196 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Pogona_vitticeps_zw	4292	239928	0.0178887 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Pogona_vitticeps_zz	5387	239928	0.0224526 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Pseudonaja_textilis	2032	239928	0.00846921 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Rhineura_floridana	6110	239928	0.025466 HTR2C	HTR2C
IL13RA2	Lepidosauria	Squamata	Salvator_merianae	3164	239928	0.0131873 HTR2C	HTR2C
IL13RA2	Aves	Passeriformes	Serinus_canaria	195693	239928	0.815632 HTR2C	HTR2C
IL13RA2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	19371	239928	0.0807367 HTR2C	HTR2C
IL13RA2	Aves	Psittaciformes	Strigops_habroptila	172803	239928	0.720229 HTR2C	HTR2C
IL13RA2	Aves	Struthioniformes	Struthio_camelus	203970	239928	0.85013 HTR2C	HTR2C
IL13RA2	Aves	Passeriformes	Taeniopygia_guttata	193896	239928	0.808142 HTR2C	HTR2C
IL13RA2	Reptilia	Testudines	Terrapene_carolina	68214	239928	0.28431 HTR2C	HTR2C
IL26	Aves	Anseriformes	Anas_platyrhynchos	4069	4168	0.976248 IFNG	IFNG
IL26	Lepidosauria	Squamata	Anolis_carolinensis	0	4168	0 IFNG	IFNG
IL26	Lepidosauria	Squamata	Anolis_sagrei	0	4168	0 IFNG	IFNG
IL26	Aves	Anseriformes	Anser_brachyrhynchus	4069	4168	0.976248 IFNG	IFNG
IL26	Aves	Accipitriformes	Aquila_chrysaetos	4168	4168	1 IFNG	IFNG
IL26	Reptilia	Testudines	Chelonoidis_abingdonii	2617	4168	0.627879 IFNG	IFNG
IL26	Reptilia	Testudines	Chrysemys_picta	3154	4168	0.756718 IFNG	IFNG
IL26	Aves	Galliformes	Coturnix_japonica	4168	4168	1 IFNG	IFNG
IL26	Reptilia	Crocodylia	Crocodylus_porosus	1664	4168	0.399232 IFNG	IFNG
IL26	Lepidosauria	Squamata	Eublepharis_macularius	590	4168	0.141555 IFNG	IFNG
IL26	Lepidosauria	Squamata	Euleptes_europaea	862	4168	0.206814 IFNG	IFNG
IL26	Aves	Passeriformes	Ficedula_albicollis	4168	4168	1 IFNG	IFNG
IL26	Aves	Passeriformes	Geospiza_fortis	4168	4168	1 IFNG	IFNG
IL26	Reptilia	Testudines	Gopherus_evgoodei	2533	4168	0.607726 IFNG	IFNG
IL26	Lepidosauria	Squamata	Laticauda_laticaudata	0	4168	0 IFNG	IFNG
IL26	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	4168	0 IFNG	IFNG
IL26	Aves	Galliformes	Meleagris_gallopavo	4168	4168	1 IFNG	IFNG
IL26	Lepidosauria	Squamata	Naja_naja	0	4168	0 IFNG	IFNG
IL26	Lepidosauria	Squamata	Notechis_scutatus	0	4168	0 IFNG	IFNG
IL26	Aves	Passeriformes	Parus_major	4168	4168	1 IFNG	IFNG
IL26	Reptilia	Testudines	Pelodiscus_sinensis	2932	4168	0.703455 IFNG	IFNG
IL26	Lepidosauria	Squamata	Podarcis_muralis	0	4168	0 IFNG	IFNG
IL26	Lepidosauria	Squamata	Podarcis_raffonei	633	4168	0.151871 IFNG	IFNG
IL26	Lepidosauria	Squamata	Pogona_vitticeps_zw	0	4168	0 IFNG	IFNG
IL26	Lepidosauria	Squamata	Pogona_vitticeps_zz	0	4168	0 IFNG	IFNG
IL26	Lepidosauria	Squamata	Pseudonaja_textilis	0	4168	0 IFNG	IFNG
IL26	Lepidosauria	Squamata	Rhineura_floridana	0	4168	0 IFNG	IFNG
IL26	Lepidosauria	Squamata	Salvator_merianae	737	4168	0.176823 IFNG	IFNG
IL26	Aves	Passeriformes	Serinus_canaria	4168	4168	1 IFNG	IFNG
IL26	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1225	4168	0.293906 IFNG	IFNG
IL26	Aves	Psittaciformes	Strigops_habroptila	4168	4168	1 IFNG	IFNG
IL26	Aves	Struthioniformes	Struthio_camelus	4139	4168	0.993042 IFNG	IFNG
IL26	Aves	Passeriformes	Taeniopygia_guttata	4168	4168	1 IFNG	IFNG
IL26	Reptilia	Testudines	Terrapene_carolina	3148	4168	0.755278 IFNG	IFNG
IL34	Aves	Anseriformes	Anas_platyrhynchos	4274	4274	1 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Anolis_carolinensis	1021	4274	0.238886 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Anolis_sagrei	1244	4274	0.291062 LOC101751691	LOC101751691
IL34	Aves	Anseriformes	Anser_brachyrhynchus	4206	4274	0.98409 LOC101751691	LOC101751691
IL34	Aves	Accipitriformes	Aquila_chrysaetos	3320	4274	0.77679 LOC101751691	LOC101751691
IL34	Reptilia	Testudines	Chelonoidis_abingdonii	1328	4274	0.310716 LOC101751691	LOC101751691
IL34	Reptilia	Testudines	Chrysemys_picta	1423	4274	0.332943 LOC101751691	LOC101751691
IL34	Aves	Galliformes	Coturnix_japonica	4274	4274	1 LOC101751691	LOC101751691
IL34	Reptilia	Crocodylia	Crocodylus_porosus	511	4274	0.11956 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Eublepharis_macularius	1329	4274	0.31095 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Euleptes_europaea	1292	4274	0.302293 LOC101751691	LOC101751691
IL34	Aves	Passeriformes	Ficedula_albicollis	3484	4274	0.815161 LOC101751691	LOC101751691
IL34	Aves	Passeriformes	Geospiza_fortis	3517	4274	0.822883 LOC101751691	LOC101751691
IL34	Reptilia	Testudines	Gopherus_evgoodei	1482	4274	0.346748 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Laticauda_laticaudata	516	4274	0.12073 LOC101751691	LOC101751691
IL34	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	4274	0 LOC101751691	LOC101751691
IL34	Aves	Galliformes	Meleagris_gallopavo	4124	4274	0.964904 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Naja_naja	976	4274	0.228358 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Notechis_scutatus	728	4274	0.170332 LOC101751691	LOC101751691
IL34	Aves	Passeriformes	Parus_major	3776	4274	0.883482 LOC101751691	LOC101751691
IL34	Reptilia	Testudines	Pelodiscus_sinensis	2437	4274	0.570192 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Podarcis_muralis	1291	4274	0.302059 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Podarcis_raffonei	1320	4274	0.308844 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Pogona_vitticeps_zw	1140	4274	0.266729 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Pogona_vitticeps_zz	986	4274	0.230697 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Pseudonaja_textilis	712	4274	0.166589 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Rhineura_floridana	1425	4274	0.333411 LOC101751691	LOC101751691
IL34	Lepidosauria	Squamata	Salvator_merianae	933	4274	0.218297 LOC101751691	LOC101751691
IL34	Aves	Passeriformes	Serinus_canaria	3754	4274	0.878334 LOC101751691	LOC101751691
IL34	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1269	4274	0.296912 LOC101751691	LOC101751691
IL34	Aves	Psittaciformes	Strigops_habroptila	1423	4274	0.332943 LOC101751691	LOC101751691
IL34	Aves	Struthioniformes	Struthio_camelus	3089	4274	0.722742 LOC101751691	LOC101751691
IL34	Aves	Passeriformes	Taeniopygia_guttata	3509	4274	0.821011 LOC101751691	LOC101751691
IL34	Reptilia	Testudines	Terrapene_carolina	806	4274	0.188582 LOC101751691	LOC101751691
IL5RA	Aves	Anseriformes	Anas_platyrhynchos	231391	258278	0.895899 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Anolis_carolinensis	28104	258278	0.108813 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Anolis_sagrei	31913	258278	0.123561 CNTN4	CNTN4
IL5RA	Aves	Anseriformes	Anser_brachyrhynchus	234493	258278	0.907909 CNTN4	CNTN4
IL5RA	Aves	Accipitriformes	Aquila_chrysaetos	240635	258278	0.93169 CNTN4	CNTN4
IL5RA	Reptilia	Testudines	Chelonoidis_abingdonii	116904	258278	0.452629 CNTN4	CNTN4
IL5RA	Reptilia	Testudines	Chrysemys_picta	121609	258278	0.470845 CNTN4	CNTN4
IL5RA	Aves	Galliformes	Coturnix_japonica	239842	258278	0.92862 CNTN4	CNTN4
IL5RA	Reptilia	Crocodylia	Crocodylus_porosus	112903	258278	0.437138 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Eublepharis_macularius	35637	258278	0.137979 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Euleptes_europaea	36530	258278	0.141437 CNTN4	CNTN4
IL5RA	Aves	Passeriformes	Ficedula_albicollis	186239	258278	0.72108 CNTN4	CNTN4
IL5RA	Aves	Passeriformes	Geospiza_fortis	181980	258278	0.70459 CNTN4	CNTN4
IL5RA	Reptilia	Testudines	Gopherus_evgoodei	116788	258278	0.452179 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Laticauda_laticaudata	14896	258278	0.0576743 CNTN4	CNTN4
IL5RA	Actinistia	Coelacanthiformes	Latimeria_chalumnae	8973	258278	0.0347416 CNTN4	CNTN4
IL5RA	Aves	Galliformes	Meleagris_gallopavo	250826	258278	0.971147 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Naja_naja	15019	258278	0.0581505 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Notechis_scutatus	15534	258278	0.0601445 CNTN4	CNTN4
IL5RA	Aves	Passeriformes	Parus_major	193527	258278	0.749297 CNTN4	CNTN4
IL5RA	Reptilia	Testudines	Pelodiscus_sinensis	95386	258278	0.369315 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Podarcis_muralis	30368	258278	0.117579 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Podarcis_raffonei	37269	258278	0.144298 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Pogona_vitticeps_zw	28171	258278	0.109072 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Pogona_vitticeps_zz	29512	258278	0.114264 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Pseudonaja_textilis	15062	258278	0.058317 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Rhineura_floridana	34491	258278	0.133542 CNTN4	CNTN4
IL5RA	Lepidosauria	Squamata	Salvator_merianae	24957	258278	0.0966284 CNTN4	CNTN4
IL5RA	Aves	Passeriformes	Serinus_canaria	175207	258278	0.678366 CNTN4	CNTN4
IL5RA	Lepidosauria	Sphenodontia	Sphenodon_punctatus	59714	258278	0.2312 CNTN4	CNTN4
IL5RA	Aves	Psittaciformes	Strigops_habroptila	232937	258278	0.901885 CNTN4	CNTN4
IL5RA	Aves	Struthioniformes	Struthio_camelus	230604	258278	0.892852 CNTN4	CNTN4
IL5RA	Aves	Passeriformes	Taeniopygia_guttata	178721	258278	0.691971 CNTN4	CNTN4
IL5RA	Reptilia	Testudines	Terrapene_carolina	129089	258278	0.499806 CNTN4	CNTN4
INTS6	Aves	Anseriformes	Anas_platyrhynchos	16050	20193	0.79483 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Anolis_carolinensis	1981	20193	0.0981033 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Anolis_sagrei	2311	20193	0.114446 SERPINE3	SERPINE3
INTS6	Aves	Anseriformes	Anser_brachyrhynchus	17232	20193	0.853365 SERPINE3	SERPINE3
INTS6	Aves	Accipitriformes	Aquila_chrysaetos	16395	20193	0.811915 SERPINE3	SERPINE3
INTS6	Reptilia	Testudines	Chelonoidis_abingdonii	5769	20193	0.285693 SERPINE3	SERPINE3
INTS6	Reptilia	Testudines	Chrysemys_picta	5374	20193	0.266132 SERPINE3	SERPINE3
INTS6	Aves	Galliformes	Coturnix_japonica	14846	20193	0.735205 SERPINE3	SERPINE3
INTS6	Reptilia	Crocodylia	Crocodylus_porosus	4047	20193	0.200416 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Eublepharis_macularius	2098	20193	0.103897 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Euleptes_europaea	2122	20193	0.105086 SERPINE3	SERPINE3
INTS6	Aves	Passeriformes	Ficedula_albicollis	12502	20193	0.619125 SERPINE3	SERPINE3
INTS6	Aves	Passeriformes	Geospiza_fortis	13416	20193	0.664389 SERPINE3	SERPINE3
INTS6	Reptilia	Testudines	Gopherus_evgoodei	5763	20193	0.285396 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Laticauda_laticaudata	2141	20193	0.106027 SERPINE3	SERPINE3
INTS6	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1664	20193	0.0824048 SERPINE3	SERPINE3
INTS6	Aves	Galliformes	Meleagris_gallopavo	19745	20193	0.977814 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Naja_naja	2095	20193	0.103749 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Notechis_scutatus	2143	20193	0.106126 SERPINE3	SERPINE3
INTS6	Aves	Passeriformes	Parus_major	13514	20193	0.669242 SERPINE3	SERPINE3
INTS6	Reptilia	Testudines	Pelodiscus_sinensis	4458	20193	0.22077 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Podarcis_muralis	1955	20193	0.0968157 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Podarcis_raffonei	1914	20193	0.0947853 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Pogona_vitticeps_zw	2131	20193	0.105532 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Pogona_vitticeps_zz	2152	20193	0.106572 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Pseudonaja_textilis	2172	20193	0.107562 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Rhineura_floridana	287	20193	0.0142128 SERPINE3	SERPINE3
INTS6	Lepidosauria	Squamata	Salvator_merianae	2344	20193	0.11608 SERPINE3	SERPINE3
INTS6	Aves	Passeriformes	Serinus_canaria	12939	20193	0.640767 SERPINE3	SERPINE3
INTS6	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2616	20193	0.12955 SERPINE3	SERPINE3
INTS6	Aves	Psittaciformes	Strigops_habroptila	13428	20193	0.664983 SERPINE3	SERPINE3
INTS6	Aves	Struthioniformes	Struthio_camelus	16277	20193	0.806071 SERPINE3	SERPINE3
INTS6	Aves	Passeriformes	Taeniopygia_guttata	13015	20193	0.64453 SERPINE3	SERPINE3
INTS6	Reptilia	Testudines	Terrapene_carolina	5828	20193	0.288615 SERPINE3	SERPINE3
KDM3A	Aves	Anseriformes	Anas_platyrhynchos	47856	59997	0.79764 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Anolis_carolinensis	3860	59997	0.0643366 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Anolis_sagrei	3695	59997	0.0615864 REEP1	REEP1
KDM3A	Aves	Anseriformes	Anser_brachyrhynchus	56022	59997	0.933747 REEP1	REEP1
KDM3A	Aves	Accipitriformes	Aquila_chrysaetos	57088	59997	0.951514 REEP1	REEP1
KDM3A	Reptilia	Testudines	Chelonoidis_abingdonii	19406	59997	0.32345 REEP1	REEP1
KDM3A	Reptilia	Testudines	Chrysemys_picta	19509	59997	0.325166 REEP1	REEP1
KDM3A	Aves	Galliformes	Coturnix_japonica	51934	59997	0.86561 REEP1	REEP1
KDM3A	Reptilia	Crocodylia	Crocodylus_porosus	20277	59997	0.337967 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Eublepharis_macularius	4289	59997	0.0714869 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Euleptes_europaea	3022	59997	0.0503692 REEP1	REEP1
KDM3A	Aves	Passeriformes	Ficedula_albicollis	51660	59997	0.861043 REEP1	REEP1
KDM3A	Aves	Passeriformes	Geospiza_fortis	52691	59997	0.878227 REEP1	REEP1
KDM3A	Reptilia	Testudines	Gopherus_evgoodei	17927	59997	0.298798 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Laticauda_laticaudata	2268	59997	0.0378019 REEP1	REEP1
KDM3A	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1341	59997	0.0223511 REEP1	REEP1
KDM3A	Aves	Galliformes	Meleagris_gallopavo	59567	59997	0.992833 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Naja_naja	2371	59997	0.0395186 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Notechis_scutatus	2364	59997	0.039402 REEP1	REEP1
KDM3A	Aves	Passeriformes	Parus_major	53484	59997	0.891445 REEP1	REEP1
KDM3A	Reptilia	Testudines	Pelodiscus_sinensis	13286	59997	0.221444 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Podarcis_muralis	4196	59997	0.0699368 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Podarcis_raffonei	4112	59997	0.0685368 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Pogona_vitticeps_zw	3724	59997	0.0620698 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Pogona_vitticeps_zz	3853	59997	0.0642199 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Pseudonaja_textilis	1664	59997	0.0277347 REEP1	REEP1
KDM3A	Lepidosauria	Squamata	Rhineura_floridana	4236	59997	0.0706035 REEP1	REEP1
