focal_gene	species_name	class	order	Left	Focal	Right
FREM2	Podarcis_muralis	Lepidosauria	Squamata	0.215549	0.99053	0.713725
FREM2	Podarcis_raffonei	Lepidosauria	Squamata	0.212828	1	1
FREM2	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.227211	0.998843	0.992157
FREM2	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.209135	0.995791	0.992157
FREM2	Pseudonaja_textilis	Lepidosauria	Squamata	0.10243	0.986953	0.698039
FREM2	Rhineura_floridana	Lepidosauria	Squamata	0.309427	0.996317	1
FREM2	Salvator_merianae	Lepidosauria	Squamata	0.105151	0.984848	0.705882
FREM2	Serinus_canaria	Aves	Passeriformes	1	1	0.713725
FREM2	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.0991254	0.984848	0.482353
FREM2	Strigops_habroptila	Aves	Psittaciformes	1	1	1
FREM2	Struthio_camelus	Aves	Struthioniformes	1	1	0.768627
FREM2	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
FREM2	Terrapene_carolina	Reptilia	Testudines	0.986006	0.99053	0.713725
GPR78	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
GPR78	Anolis_carolinensis	Lepidosauria	Squamata	0.936964	0.913471	0.942298
GPR78	Anolis_sagrei	Lepidosauria	Squamata	1	0.913471	0.942298
GPR78	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
GPR78	Aquila_chrysaetos	Aves	Accipitriformes	0.981846	1	1
GPR78	Chelonoidis_abingdonii	Reptilia	Testudines	0.937973	1	1
GPR78	Chrysemys_picta	Reptilia	Testudines	0.933434	1	0.987635
GPR78	Coturnix_japonica	Aves	Galliformes	1	1	1
GPR78	Crocodylus_porosus	Reptilia	Crocodylia	1	1	0.987635
GPR78	Eublepharis_macularius	Lepidosauria	Squamata	0.970247	0.929204	0.942298
GPR78	Euleptes_europaea	Lepidosauria	Squamata	0.951589	0.929204	0.942298
GPR78	Ficedula_albicollis	Aves	Passeriformes	0.813414	1	1
GPR78	Geospiza_fortis	Aves	Passeriformes	0.813414	1	1
GPR78	Gopherus_evgoodei	Reptilia	Testudines	0.937973	1	1
GPR78	Laticauda_laticaudata	Lepidosauria	Squamata	0.612708	0.915438	0.942298
GPR78	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.701967	1	0.942298
GPR78	Meleagris_gallopavo	Aves	Galliformes	1	1	1
GPR78	Naja_naja	Lepidosauria	Squamata	0.782653	0.915438	0.691396
GPR78	Notechis_scutatus	Lepidosauria	Squamata	0.612708	0.915438	0.942298
GPR78	Parus_major	Aves	Passeriformes	1	1	1
GPR78	Pelodiscus_sinensis	Reptilia	Testudines	0.813414	1	0.987635
GPR78	Podarcis_muralis	Lepidosauria	Squamata	0.940494	0.914454	0.942298
GPR78	Podarcis_raffonei	Lepidosauria	Squamata	0.984871	0.914454	0.942298
GPR78	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.938981	0.913471	0.942298
GPR78	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.938981	0.913471	0.942298
GPR78	Pseudonaja_textilis	Lepidosauria	Squamata	0.799798	0.915438	0.942298
GPR78	Rhineura_floridana	Lepidosauria	Squamata	0.987897	0.913471	0.987635
GPR78	Salvator_merianae	Lepidosauria	Squamata	0.993444	0.913471	0.942298
GPR78	Serinus_canaria	Aves	Passeriformes	0.982854	1	1
GPR78	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.918306	1	0.987635
GPR78	Strigops_habroptila	Aves	Psittaciformes	1	1	1
GPR78	Struthio_camelus	Aves	Struthioniformes	0.813414	1	1
GPR78	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
GPR78	Terrapene_carolina	Reptilia	Testudines	0.933434	1	1
GPR82	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
GPR82	Anolis_carolinensis	Lepidosauria	Squamata	0.928366	0	0.918635
GPR82	Anolis_sagrei	Lepidosauria	Squamata	0.978762	0	0.920385
GPR82	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
GPR82	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
GPR82	Chelonoidis_abingdonii	Reptilia	Testudines	0.972282	1	1
GPR82	Chrysemys_picta	Reptilia	Testudines	0.978762	1	1
GPR82	Coturnix_japonica	Aves	Galliformes	1	1	1
GPR82	Crocodylus_porosus	Reptilia	Crocodylia	0.972282	1	1
GPR82	Eublepharis_macularius	Lepidosauria	Squamata	0.978762	0	0.64042
GPR82	Euleptes_europaea	Lepidosauria	Squamata	0.978762	0.949612	0.685039
GPR82	Ficedula_albicollis	Aves	Passeriformes	0.978762	1	1
GPR82	Geospiza_fortis	Aves	Passeriformes	1	1	1
GPR82	Gopherus_evgoodei	Reptilia	Testudines	0.972282	1	1
GPR82	Laticauda_laticaudata	Lepidosauria	Squamata	0.928366	0	0
GPR82	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.928366	0.940891	0.906387
GPR82	Meleagris_gallopavo	Aves	Galliformes	1	1	1
GPR82	Naja_naja	Lepidosauria	Squamata	0.928366	0	0.622047
GPR82	Notechis_scutatus	Lepidosauria	Squamata	0.928366	0	0
GPR82	Parus_major	Aves	Passeriformes	1	1	1
GPR82	Pelodiscus_sinensis	Reptilia	Testudines	0.972282	1	1
GPR82	Podarcis_muralis	Lepidosauria	Squamata	0.972282	0	0.851269
GPR82	Podarcis_raffonei	Lepidosauria	Squamata	0.978762	0	0.868766
GPR82	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.978762	0	0.930009
GPR82	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.978762	0	0.930009
GPR82	Pseudonaja_textilis	Lepidosauria	Squamata	0.928366	0	0
GPR82	Rhineura_floridana	Lepidosauria	Squamata	0.978762	0	0.849519
GPR82	Salvator_merianae	Lepidosauria	Squamata	0.928366	0	0.911636
GPR82	Serinus_canaria	Aves	Passeriformes	1	1	1
GPR82	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.928366	1	0.989501
GPR82	Strigops_habroptila	Aves	Psittaciformes	1	1	1
GPR82	Struthio_camelus	Aves	Struthioniformes	0.978762	1	1
GPR82	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
GPR82	Terrapene_carolina	Reptilia	Testudines	0.978762	1	1
GRK4	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
GRK4	Anolis_carolinensis	Lepidosauria	Squamata	0.939365	0.872291	0.932422
GRK4	Anolis_sagrei	Lepidosauria	Squamata	1	0.894552	0.950266
GRK4	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
GRK4	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
GRK4	Chelonoidis_abingdonii	Reptilia	Testudines	0.989122	1	1
GRK4	Chrysemys_picta	Reptilia	Testudines	0.989122	1	1
GRK4	Coturnix_japonica	Aves	Galliformes	1	1	1
GRK4	Crocodylus_porosus	Reptilia	Crocodylia	0.989122	1	1
GRK4	Eublepharis_macularius	Lepidosauria	Squamata	1	0.970123	0.902809
GRK4	Euleptes_europaea	Lepidosauria	Squamata	0.999569	0.952548	0.963174
GRK4	Ficedula_albicollis	Aves	Passeriformes	1	1	1
GRK4	Geospiza_fortis	Aves	Passeriformes	1	1	1
GRK4	Gopherus_evgoodei	Reptilia	Testudines	0.978244	1	1
GRK4	Laticauda_laticaudata	Lepidosauria	Squamata	0.956166	0.889279	0.740699
GRK4	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.946904	0.910369	0.92445
GRK4	Meleagris_gallopavo	Aves	Galliformes	1	0.969537	1
GRK4	Naja_naja	Lepidosauria	Squamata	0.761874	0.858817	0.740699
GRK4	Notechis_scutatus	Lepidosauria	Squamata	0.932687	0.880492	0.600987
GRK4	Parus_major	Aves	Passeriformes	1	1	1
GRK4	Pelodiscus_sinensis	Reptilia	Testudines	0.97609	0.917399	1
GRK4	Podarcis_muralis	Lepidosauria	Squamata	0.978783	0.894552	0.914958
GRK4	Podarcis_raffonei	Lepidosauria	Squamata	0.9972	0.95372	0.943812
GRK4	Pogona_vitticeps_zw	Lepidosauria	Squamata	1	0.947276	0.963174
GRK4	Pogona_vitticeps_zz	Lepidosauria	Squamata	1	0.947276	0.965831
GRK4	Pseudonaja_textilis	Lepidosauria	Squamata	0.955627	0.858817	0.740699
GRK4	Rhineura_floridana	Lepidosauria	Squamata	0.959935	0.970123	0.807137
GRK4	Salvator_merianae	Lepidosauria	Squamata	0.978783	0.905097	0.932422
GRK4	Serinus_canaria	Aves	Passeriformes	1	1	1
GRK4	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.978783	0.828354	0.924829
GRK4	Strigops_habroptila	Aves	Psittaciformes	1	1	1
GRK4	Struthio_camelus	Aves	Struthioniformes	1	1	1
GRK4	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
GRK4	Terrapene_carolina	Reptilia	Testudines	0.989122	1	1
HHLA2	Anas_platyrhynchos	Aves	Anseriformes	0.747539	0.603952	0.981627
HHLA2	Anolis_carolinensis	Lepidosauria	Squamata	0.656118	0	0.95888
HHLA2	Anolis_sagrei	Lepidosauria	Squamata	0.843882	0	1
HHLA2	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
HHLA2	Aquila_chrysaetos	Aves	Accipitriformes	0.913502	1	1
HHLA2	Chelonoidis_abingdonii	Reptilia	Testudines	0.924051	0.920962	1
HHLA2	Chrysemys_picta	Reptilia	Testudines	0.7827	0.920962	1
HHLA2	Coturnix_japonica	Aves	Galliformes	1	1	1
HHLA2	Crocodylus_porosus	Reptilia	Crocodylia	0.951477	0.774055	0.996325
HHLA2	Eublepharis_macularius	Lepidosauria	Squamata	0.88045	0.236254	0.997375
HHLA2	Euleptes_europaea	Lepidosauria	Squamata	0.922644	0	0.997375
HHLA2	Ficedula_albicollis	Aves	Passeriformes	0.885373	0.920962	1
HHLA2	Geospiza_fortis	Aves	Passeriformes	0.898734	1	0.989326
HHLA2	Gopherus_evgoodei	Reptilia	Testudines	0.860056	0.920962	1
HHLA2	Laticauda_laticaudata	Lepidosauria	Squamata	0.679325	0	0.95608
HHLA2	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.80661	0.221649	0.96308
HHLA2	Meleagris_gallopavo	Aves	Galliformes	1	1	1
HHLA2	Naja_naja	Lepidosauria	Squamata	0.679325	0	0.973403
HHLA2	Notechis_scutatus	Lepidosauria	Squamata	0.675809	0	0.973578
HHLA2	Parus_major	Aves	Passeriformes	0.898734	0.920962	1
HHLA2	Pelodiscus_sinensis	Reptilia	Testudines	0.755977	0.868557	0.977953
HHLA2	Podarcis_muralis	Lepidosauria	Squamata	0.798875	0.275773	0.977953
HHLA2	Podarcis_raffonei	Lepidosauria	Squamata	0.851617	0.168385	0.997375
HHLA2	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.932489	0	1
HHLA2	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.943741	0	0.997375
HHLA2	Pseudonaja_textilis	Lepidosauria	Squamata	0.679325	0	0.964829
HHLA2	Rhineura_floridana	Lepidosauria	Squamata	0.835443	0	0.993701
HHLA2	Salvator_merianae	Lepidosauria	Squamata	0.863572	0.162371	0.996675
HHLA2	Serinus_canaria	Aves	Passeriformes	0.898734	1	1
HHLA2	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.885373	0.60567	0.977953
HHLA2	Strigops_habroptila	Aves	Psittaciformes	0.947257	1	1
HHLA2	Struthio_camelus	Aves	Struthioniformes	1	1	1
HHLA2	Taeniopygia_guttata	Aves	Passeriformes	0.893108	1	1
HHLA2	Terrapene_carolina	Reptilia	Testudines	0.846695	0.920962	1
HPGDS	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
HPGDS	Anolis_carolinensis	Lepidosauria	Squamata	0.896894	0	0.890731
HPGDS	Anolis_sagrei	Lepidosauria	Squamata	0.857189	0	0.998158
HPGDS	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
HPGDS	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
HPGDS	Chelonoidis_abingdonii	Reptilia	Testudines	0.971502	1	0.998158
HPGDS	Chrysemys_picta	Reptilia	Testudines	0.891451	1	0.998158
HPGDS	Coturnix_japonica	Aves	Galliformes	1	1	1
HPGDS	Crocodylus_porosus	Reptilia	Crocodylia	0.971502	1	0.998158
HPGDS	Eublepharis_macularius	Lepidosauria	Squamata	0.858149	0	0.998158
HPGDS	Euleptes_europaea	Lepidosauria	Squamata	0.834134	0	0.998158
HPGDS	Ficedula_albicollis	Aves	Passeriformes	1	1	1
HPGDS	Geospiza_fortis	Aves	Passeriformes	1	1	1
HPGDS	Gopherus_evgoodei	Reptilia	Testudines	0.971502	1	0.998158
HPGDS	Laticauda_laticaudata	Lepidosauria	Squamata	0.868396	0	0.936157
HPGDS	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.67211	0.978224	0.637815
HPGDS	Meleagris_gallopavo	Aves	Galliformes	1	1	1
HPGDS	Naja_naja	Lepidosauria	Squamata	0.848543	0	0.955801
HPGDS	Notechis_scutatus	Lepidosauria	Squamata	0.84406	0	0.998158
HPGDS	Parus_major	Aves	Passeriformes	1	1	1
HPGDS	Pelodiscus_sinensis	Reptilia	Testudines	0.971502	1	0.998158
HPGDS	Podarcis_muralis	Lepidosauria	Squamata	0.804995	0	0.998158
HPGDS	Podarcis_raffonei	Lepidosauria	Squamata	0.920269	0	0.998158
HPGDS	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.876401	0	0.998158
HPGDS	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.959334	0	0.998158
HPGDS	Pseudonaja_textilis	Lepidosauria	Squamata	0.848543	0	0.979128
HPGDS	Rhineura_floridana	Lepidosauria	Squamata	0.93724	0	0.998158
HPGDS	Salvator_merianae	Lepidosauria	Squamata	0.826129	0	0.968692
HPGDS	Serinus_canaria	Aves	Passeriformes	1	1	1
HPGDS	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.891451	1	0.998158
HPGDS	Strigops_habroptila	Aves	Psittaciformes	1	1	1
HPGDS	Struthio_camelus	Aves	Struthioniformes	0.919949	1	1
HPGDS	Taeniopygia_guttata	Aves	Passeriformes	1	1	0.998772
HPGDS	Terrapene_carolina	Reptilia	Testudines	0.971502	1	0.998158
HRASLS	Anas_platyrhynchos	Aves	Anseriformes	0.986718	1	0.345389
HRASLS	Anolis_carolinensis	Lepidosauria	Squamata	0.888725	0.589744	0.184923
HRASLS	Anolis_sagrei	Lepidosauria	Squamata	0.944805	0.682446	0.868681
HRASLS	Anser_brachyrhynchus	Aves	Anseriformes	1	1	0.263173
HRASLS	Aquila_chrysaetos	Aves	Accipitriformes	1	1	0.607932
HRASLS	Chelonoidis_abingdonii	Reptilia	Testudines	0.955726	1	0.244633
HRASLS	Chrysemys_picta	Reptilia	Testudines	1	1	0.244665
HRASLS	Coturnix_japonica	Aves	Galliformes	1	1	0.408089
HRASLS	Crocodylus_porosus	Reptilia	Crocodylia	1	1	0.16909
HRASLS	Eublepharis_macularius	Lepidosauria	Squamata	0.932409	0.627219	0.871105
HRASLS	Euleptes_europaea	Lepidosauria	Squamata	0.940083	0.615385	0.897482
HRASLS	Ficedula_albicollis	Aves	Passeriformes	0.864227	0.889546	0.243311
HRASLS	Geospiza_fortis	Aves	Passeriformes	0.83412	1	0.226597
HRASLS	Gopherus_evgoodei	Reptilia	Testudines	0.957202	1	0.244665
HRASLS	Laticauda_laticaudata	Lepidosauria	Squamata	0.892562	0.601578	0.199906
HRASLS	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.745277	0.99211	0.191785
HRASLS	Meleagris_gallopavo	Aves	Galliformes	1	1	0.381523
HRASLS	Naja_naja	Lepidosauria	Squamata	0.865112	0.656805	0.177432
HRASLS	Notechis_scutatus	Lepidosauria	Squamata	0.887544	0.587771	0.191564
HRASLS	Parus_major	Aves	Passeriformes	0.878099	1	0.233302
HRASLS	Pelodiscus_sinensis	Reptilia	Testudines	0.955136	1	0.237236
HRASLS	Podarcis_muralis	Lepidosauria	Squamata	0.887839	0.633136	0.137646
HRASLS	Podarcis_raffonei	Lepidosauria	Squamata	0.951889	0.605523	0.730721
HRASLS	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.92562	0.686391	0.898174
HRASLS	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.958678	0.700197	0.900818
HRASLS	Pseudonaja_textilis	Lepidosauria	Squamata	0.899351	0.714004	0.193075
HRASLS	Rhineura_floridana	Lepidosauria	Squamata	0.963105	0.601578	0.885773
HRASLS	Salvator_merianae	Lepidosauria	Squamata	0.88843	0.601578	0.126157
HRASLS	Serinus_canaria	Aves	Passeriformes	0.863932	1	0.328297
HRASLS	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.856848	1	0.170979
HRASLS	Strigops_habroptila	Aves	Psittaciformes	1	1	0.378785
HRASLS	Struthio_camelus	Aves	Struthioniformes	1	1	0.357035
HRASLS	Taeniopygia_guttata	Aves	Passeriformes	0.836777	1	0.24882
HRASLS	Terrapene_carolina	Reptilia	Testudines	0.981405	1	0.233396
HSD17B1	Anas_platyrhynchos	Aves	Anseriformes	0.822015	1	0.967347
HSD17B1	Anolis_carolinensis	Lepidosauria	Squamata	0.814913	0.266004	0.888435
HSD17B1	Anolis_sagrei	Lepidosauria	Squamata	0.954727	0.432671	0.94966
HSD17B1	Anser_brachyrhynchus	Aves	Anseriformes	0.826454	1	0.918367
HSD17B1	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
HSD17B1	Chelonoidis_abingdonii	Reptilia	Testudines	0.822015	0.941501	0.888435
HSD17B1	Chrysemys_picta	Reptilia	Testudines	1	1	0.888435
HSD17B1	Coturnix_japonica	Aves	Galliformes	1	1	1
HSD17B1	Crocodylus_porosus	Reptilia	Crocodylia	0.977364	0.81457	0.888435
HSD17B1	Eublepharis_macularius	Lepidosauria	Squamata	0.992898	0.392936	0.888435
HSD17B1	Euleptes_europaea	Lepidosauria	Squamata	0.992898	0.571744	0.938776
HSD17B1	Ficedula_albicollis	Aves	Passeriformes	0.879716	1	0.97551
HSD17B1	Geospiza_fortis	Aves	Passeriformes	1	1	1
HSD17B1	Gopherus_evgoodei	Reptilia	Testudines	1	1	0.888435
HSD17B1	Laticauda_laticaudata	Lepidosauria	Squamata	0.984909	0.368653	0.765986
HSD17B1	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.739902	0.735099	0.814966
HSD17B1	Meleagris_gallopavo	Aves	Galliformes	0.768309	0.913907	0.868027
HSD17B1	Naja_naja	Lepidosauria	Squamata	0.984909	0.264901	0.765986
HSD17B1	Notechis_scutatus	Lepidosauria	Squamata	0.984909	0.368653	0.765986
HSD17B1	Parus_major	Aves	Passeriformes	0.893475	1	1
HSD17B1	Pelodiscus_sinensis	Reptilia	Testudines	0.803373	0.61479	0.888435
HSD17B1	Podarcis_muralis	Lepidosauria	Squamata	0.99423	0.0673289	0.888435
HSD17B1	Podarcis_raffonei	Lepidosauria	Squamata	0.991123	0.507726	0.888435
HSD17B1	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.984021	0.392936	0.888435
HSD17B1	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.984021	0.573951	0.888435
HSD17B1	Pseudonaja_textilis	Lepidosauria	Squamata	0.990679	0.368653	0.765986
HSD17B1	Rhineura_floridana	Lepidosauria	Squamata	0.981802	0.418322	0.888435
HSD17B1	Salvator_merianae	Lepidosauria	Squamata	0.972481	0.0949227	0.888435
HSD17B1	Serinus_canaria	Aves	Passeriformes	1	1	1
HSD17B1	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.997337	0.793598	0.888435
HSD17B1	Strigops_habroptila	Aves	Psittaciformes	1	1	1
HSD17B1	Struthio_camelus	Aves	Struthioniformes	0.652907	0	0.888435
HSD17B1	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
HSD17B1	Terrapene_carolina	Reptilia	Testudines	0.822015	1	0.888435
IL13RA2	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
IL13RA2	Anolis_carolinensis	Lepidosauria	Squamata	1	0	0.953692
IL13RA2	Anolis_sagrei	Lepidosauria	Squamata	1	0	0.999563
IL13RA2	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
IL13RA2	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
IL13RA2	Chelonoidis_abingdonii	Reptilia	Testudines	1	0.86786	0.869812
IL13RA2	Chrysemys_picta	Reptilia	Testudines	1	0.86786	0.869812
IL13RA2	Coturnix_japonica	Aves	Galliformes	1	1	1
IL13RA2	Crocodylus_porosus	Reptilia	Crocodylia	1	0.86786	0.869812
IL13RA2	Eublepharis_macularius	Lepidosauria	Squamata	1	0	0.958497
IL13RA2	Euleptes_europaea	Lepidosauria	Squamata	1	0	0.982088
IL13RA2	Ficedula_albicollis	Aves	Passeriformes	1	1	1
IL13RA2	Geospiza_fortis	Aves	Passeriformes	1	0.912191	0.869812
IL13RA2	Gopherus_evgoodei	Reptilia	Testudines	1	0.733163	0.972477
IL13RA2	Laticauda_laticaudata	Lepidosauria	Squamata	1	0	0.869375
IL13RA2	Latimeria_chalumnae	Actinistia	Coelacanthiformes	1	0.108269	0.838357
IL13RA2	Meleagris_gallopavo	Aves	Galliformes	1	1	0.875491
IL13RA2	Naja_naja	Lepidosauria	Squamata	1	0	0.978593
IL13RA2	Notechis_scutatus	Lepidosauria	Squamata	1	0	0.945391
IL13RA2	Parus_major	Aves	Passeriformes	1	1	1
IL13RA2	Pelodiscus_sinensis	Reptilia	Testudines	1	0.475703	0.869812
IL13RA2	Podarcis_muralis	Lepidosauria	Squamata	1	0	0.97772
IL13RA2	Podarcis_raffonei	Lepidosauria	Squamata	1	0	0.981215
IL13RA2	Pogona_vitticeps_zw	Lepidosauria	Squamata	1	0	0.933595
IL13RA2	Pogona_vitticeps_zz	Lepidosauria	Squamata	1	0	0.999563
IL13RA2	Pseudonaja_textilis	Lepidosauria	Squamata	1	0	0.99301
IL13RA2	Rhineura_floridana	Lepidosauria	Squamata	1	0	1
IL13RA2	Salvator_merianae	Lepidosauria	Squamata	1	0	1
IL13RA2	Serinus_canaria	Aves	Passeriformes	1	0.901961	0.869812
IL13RA2	Sphenodon_punctatus	Lepidosauria	Sphenodontia	1	0.645354	1
IL13RA2	Strigops_habroptila	Aves	Psittaciformes	1	1	1
IL13RA2	Struthio_camelus	Aves	Struthioniformes	1	1	0.916121
IL13RA2	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
IL13RA2	Terrapene_carolina	Reptilia	Testudines	1	0.86786	0.869812
IL26	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
IL26	Anolis_carolinensis	Lepidosauria	Squamata	0	0	0.700508
IL26	Anolis_sagrei	Lepidosauria	Squamata	0	0	0.543147
IL26	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
IL26	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
IL26	Chelonoidis_abingdonii	Reptilia	Testudines	1	1	1
IL26	Chrysemys_picta	Reptilia	Testudines	1	1	1
IL26	Coturnix_japonica	Aves	Galliformes	1	1	1
IL26	Crocodylus_porosus	Reptilia	Crocodylia	1	1	1
IL26	Eublepharis_macularius	Lepidosauria	Squamata	0.74187	0	1
IL26	Euleptes_europaea	Lepidosauria	Squamata	0.859756	0.152941	0.988156
IL26	Ficedula_albicollis	Aves	Passeriformes	1	1	1
IL26	Geospiza_fortis	Aves	Passeriformes	1	1	1
IL26	Gopherus_evgoodei	Reptilia	Testudines	1	1	1
IL26	Laticauda_laticaudata	Lepidosauria	Squamata	0	0	0
IL26	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0	0.164706	0
IL26	Meleagris_gallopavo	Aves	Galliformes	1	1	1
IL26	Naja_naja	Lepidosauria	Squamata	0	0	0
IL26	Notechis_scutatus	Lepidosauria	Squamata	0	0	0
IL26	Parus_major	Aves	Passeriformes	1	1	1
IL26	Pelodiscus_sinensis	Reptilia	Testudines	1	1	1
IL26	Podarcis_muralis	Lepidosauria	Squamata	0	0	0.988156
IL26	Podarcis_raffonei	Lepidosauria	Squamata	0.699187	0	0.988156
IL26	Pogona_vitticeps_zw	Lepidosauria	Squamata	0	0	1
IL26	Pogona_vitticeps_zz	Lepidosauria	Squamata	0	0	1
IL26	Pseudonaja_textilis	Lepidosauria	Squamata	0	0	0
IL26	Rhineura_floridana	Lepidosauria	Squamata	0	0	0.918782
IL26	Salvator_merianae	Lepidosauria	Squamata	0.75	0	0
IL26	Serinus_canaria	Aves	Passeriformes	1	1	1
IL26	Sphenodon_punctatus	Lepidosauria	Sphenodontia	1	0.888235	0.888325
IL26	Strigops_habroptila	Aves	Psittaciformes	1	1	1
IL26	Struthio_camelus	Aves	Struthioniformes	1	1	1
IL26	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
IL26	Terrapene_carolina	Reptilia	Testudines	1	1	1
IL34	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
IL34	Anolis_carolinensis	Lepidosauria	Squamata	0.887218	0	1
IL34	Anolis_sagrei	Lepidosauria	Squamata	0.859649	0	1
IL34	Anser_brachyrhynchus	Aves	Anseriformes	1	0.765918	1
IL34	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
IL34	Chelonoidis_abingdonii	Reptilia	Testudines	0.843358	0.968165	1
IL34	Chrysemys_picta	Reptilia	Testudines	0.887218	0.968165	1
IL34	Coturnix_japonica	Aves	Galliformes	1	1	1
IL34	Crocodylus_porosus	Reptilia	Crocodylia	0	0.91573	1
IL34	Eublepharis_macularius	Lepidosauria	Squamata	0.887218	0	1
IL34	Euleptes_europaea	Lepidosauria	Squamata	0.934837	0	1
IL34	Ficedula_albicollis	Aves	Passeriformes	1	0.962547	1
IL34	Geospiza_fortis	Aves	Passeriformes	1	1	1
IL34	Gopherus_evgoodei	Reptilia	Testudines	0.857143	0.968165	1
IL34	Laticauda_laticaudata	Lepidosauria	Squamata	0.413534	0	1
IL34	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0	0	0.957554
IL34	Meleagris_gallopavo	Aves	Galliformes	1	1	1
IL34	Naja_naja	Lepidosauria	Squamata	0.885965	0	1
IL34	Notechis_scutatus	Lepidosauria	Squamata	0.665414	0	1
IL34	Parus_major	Aves	Passeriformes	1	1	1
IL34	Pelodiscus_sinensis	Reptilia	Testudines	0.873434	0.752809	1
IL34	Podarcis_muralis	Lepidosauria	Squamata	0.783208	0	1
IL34	Podarcis_raffonei	Lepidosauria	Squamata	0.893484	0	1
IL34	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.864662	0	1
IL34	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.830827	0.011236	1
IL34	Pseudonaja_textilis	Lepidosauria	Squamata	0.654135	0	1
IL34	Rhineura_floridana	Lepidosauria	Squamata	0.887218	0	1
IL34	Salvator_merianae	Lepidosauria	Squamata	0.860902	0	1
IL34	Serinus_canaria	Aves	Passeriformes	1	0.994382	1
IL34	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.684211	0.705993	1
IL34	Strigops_habroptila	Aves	Psittaciformes	0.949875	0.719101	1
IL34	Struthio_camelus	Aves	Struthioniformes	1	1	1
IL34	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
IL34	Terrapene_carolina	Reptilia	Testudines	0.859649	0.968165	1
IL5RA	Anas_platyrhynchos	Aves	Anseriformes	1	1	0.890178
IL5RA	Anolis_carolinensis	Lepidosauria	Squamata	1	0	0.866976
IL5RA	Anolis_sagrei	Lepidosauria	Squamata	1	0.0974843	1
IL5RA	Anser_brachyrhynchus	Aves	Anseriformes	1	1	0.890178
IL5RA	Aquila_chrysaetos	Aves	Accipitriformes	1	1	0.890178
